"CABELLO";"OJOS";"PIEL";"CROMA_CAB";"CROMA_OJOS";"CROMA_PIEL"
"castano oscuro";"almendra";"melocoton";"brillante";"suave";"suave"
"castano oscuro";"almendra";"melocoton";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"melocoton";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"melocoton";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"blanco / palido";"suave";"suave";"suave"
"castano oscuro";"almendra";"blanco / palido";"suave";"suave";"brillante"
"castano oscuro";"almendra";"blanco / palido";"suave";"brillante";"suave"
"castano oscuro";"almendra";"blanco / palido";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"blanco / palido";"brillante";"suave";"suave"
"castano oscuro";"almendra";"blanco / palido";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"blanco / palido";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"blanco / palido";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"rosada";"suave";"suave";"suave"
"castano oscuro";"almendra";"rosada";"suave";"suave";"brillante"
"castano oscuro";"almendra";"rosada";"suave";"brillante";"suave"
"castano oscuro";"almendra";"rosada";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"rosada";"brillante";"suave";"suave"
"castano oscuro";"almendra";"rosada";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"rosada";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"rosada";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"negro";"suave";"suave";"suave"
"castano oscuro";"almendra";"negro";"suave";"suave";"brillante"
"castano oscuro";"almendra";"negro";"suave";"brillante";"suave"
"castano oscuro";"almendra";"negro";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"negro";"brillante";"suave";"suave"
"castano oscuro";"almendra";"negro";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"negro";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"negro";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"amarillento";"suave";"suave";"suave"
"castano oscuro";"almendra";"amarillento";"suave";"suave";"brillante"
"castano oscuro";"almendra";"amarillento";"suave";"brillante";"suave"
"castano oscuro";"almendra";"amarillento";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"amarillento";"brillante";"suave";"suave"
"castano oscuro";"almendra";"amarillento";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"amarillento";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"amarillento";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"moreno claro / dorado";"suave";"suave";"suave"
"castano oscuro";"almendra";"moreno claro / dorado";"suave";"suave";"brillante"
"castano oscuro";"almendra";"moreno claro / dorado";"suave";"brillante";"suave"
"castano oscuro";"almendra";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"moreno claro / dorado";"brillante";"suave";"suave"
"castano oscuro";"almendra";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano oscuro";"almendra";"moreno / marron claro";"suave";"suave";"suave"
"castano oscuro";"almendra";"moreno / marron claro";"suave";"suave";"brillante"
"castano oscuro";"almendra";"moreno / marron claro";"suave";"brillante";"suave"
"castano oscuro";"almendra";"moreno / marron claro";"suave";"brillante";"brillante"
"castano oscuro";"almendra";"moreno / marron claro";"brillante";"suave";"suave"
"castano oscuro";"almendra";"moreno / marron claro";"brillante";"suave";"brillante"
"castano oscuro";"almendra";"moreno / marron claro";"brillante";"brillante";"suave"
"castano oscuro";"almendra";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"melocoton";"suave";"suave";"suave"
"castano oscuro";"ambar";"melocoton";"suave";"suave";"brillante"
"castano oscuro";"ambar";"melocoton";"suave";"brillante";"suave"
"castano oscuro";"ambar";"melocoton";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"melocoton";"brillante";"suave";"suave"
"castano oscuro";"ambar";"melocoton";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"melocoton";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"melocoton";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"blanco / palido";"suave";"suave";"suave"
"castano oscuro";"ambar";"blanco / palido";"suave";"suave";"brillante"
"castano oscuro";"ambar";"blanco / palido";"suave";"brillante";"suave"
"castano oscuro";"ambar";"blanco / palido";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"blanco / palido";"brillante";"suave";"suave"
"castano oscuro";"ambar";"blanco / palido";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"blanco / palido";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"blanco / palido";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"rosada";"suave";"suave";"suave"
"castano oscuro";"ambar";"rosada";"suave";"suave";"brillante"
"castano oscuro";"ambar";"rosada";"suave";"brillante";"suave"
"castano oscuro";"ambar";"rosada";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"rosada";"brillante";"suave";"suave"
"castano oscuro";"ambar";"rosada";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"rosada";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"rosada";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"negro";"suave";"suave";"suave"
"castano oscuro";"ambar";"negro";"suave";"suave";"brillante"
"castano oscuro";"ambar";"negro";"suave";"brillante";"suave"
"castano oscuro";"ambar";"negro";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"negro";"brillante";"suave";"suave"
"castano oscuro";"ambar";"negro";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"negro";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"negro";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"amarillento";"suave";"suave";"suave"
"castano oscuro";"ambar";"amarillento";"suave";"suave";"brillante"
"castano oscuro";"ambar";"amarillento";"suave";"brillante";"suave"
"castano oscuro";"ambar";"amarillento";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"amarillento";"brillante";"suave";"suave"
"castano oscuro";"ambar";"amarillento";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"amarillento";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"amarillento";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"moreno claro / dorado";"suave";"suave";"suave"
"castano oscuro";"ambar";"moreno claro / dorado";"suave";"suave";"brillante"
"castano oscuro";"ambar";"moreno claro / dorado";"suave";"brillante";"suave"
"castano oscuro";"ambar";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"moreno claro / dorado";"brillante";"suave";"suave"
"castano oscuro";"ambar";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano oscuro";"ambar";"moreno / marron claro";"suave";"suave";"suave"
"castano oscuro";"ambar";"moreno / marron claro";"suave";"suave";"brillante"
"castano oscuro";"ambar";"moreno / marron claro";"suave";"brillante";"suave"
"castano oscuro";"ambar";"moreno / marron claro";"suave";"brillante";"brillante"
"castano oscuro";"ambar";"moreno / marron claro";"brillante";"suave";"suave"
"castano oscuro";"ambar";"moreno / marron claro";"brillante";"suave";"brillante"
"castano oscuro";"ambar";"moreno / marron claro";"brillante";"brillante";"suave"
"castano oscuro";"ambar";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"melocoton";"suave";"suave";"suave"
"castano oscuro";"verde";"melocoton";"suave";"suave";"brillante"
"castano oscuro";"verde";"melocoton";"suave";"brillante";"suave"
"castano oscuro";"verde";"melocoton";"suave";"brillante";"brillante"
"castano oscuro";"verde";"melocoton";"brillante";"suave";"suave"
"castano oscuro";"verde";"melocoton";"brillante";"suave";"brillante"
"castano oscuro";"verde";"melocoton";"brillante";"brillante";"suave"
"castano oscuro";"verde";"melocoton";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"blanco / palido";"suave";"suave";"suave"
"castano oscuro";"verde";"blanco / palido";"suave";"suave";"brillante"
"castano oscuro";"verde";"blanco / palido";"suave";"brillante";"suave"
"castano oscuro";"verde";"blanco / palido";"suave";"brillante";"brillante"
"castano oscuro";"verde";"blanco / palido";"brillante";"suave";"suave"
"castano oscuro";"verde";"blanco / palido";"brillante";"suave";"brillante"
"castano oscuro";"verde";"blanco / palido";"brillante";"brillante";"suave"
"castano oscuro";"verde";"blanco / palido";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"rosada";"suave";"suave";"suave"
"castano oscuro";"verde";"rosada";"suave";"suave";"brillante"
"castano oscuro";"verde";"rosada";"suave";"brillante";"suave"
"castano oscuro";"verde";"rosada";"suave";"brillante";"brillante"
"castano oscuro";"verde";"rosada";"brillante";"suave";"suave"
"castano oscuro";"verde";"rosada";"brillante";"suave";"brillante"
"castano oscuro";"verde";"rosada";"brillante";"brillante";"suave"
"castano oscuro";"verde";"rosada";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"negro";"suave";"suave";"suave"
"castano oscuro";"verde";"negro";"suave";"suave";"brillante"
"castano oscuro";"verde";"negro";"suave";"brillante";"suave"
"castano oscuro";"verde";"negro";"suave";"brillante";"brillante"
"castano oscuro";"verde";"negro";"brillante";"suave";"suave"
"castano oscuro";"verde";"negro";"brillante";"suave";"brillante"
"castano oscuro";"verde";"negro";"brillante";"brillante";"suave"
"castano oscuro";"verde";"negro";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"amarillento";"suave";"suave";"suave"
"castano oscuro";"verde";"amarillento";"suave";"suave";"brillante"
"castano oscuro";"verde";"amarillento";"suave";"brillante";"suave"
"castano oscuro";"verde";"amarillento";"suave";"brillante";"brillante"
"castano oscuro";"verde";"amarillento";"brillante";"suave";"suave"
"castano oscuro";"verde";"amarillento";"brillante";"suave";"brillante"
"castano oscuro";"verde";"amarillento";"brillante";"brillante";"suave"
"castano oscuro";"verde";"amarillento";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"moreno claro / dorado";"suave";"suave";"suave"
"castano oscuro";"verde";"moreno claro / dorado";"suave";"suave";"brillante"
"castano oscuro";"verde";"moreno claro / dorado";"suave";"brillante";"suave"
"castano oscuro";"verde";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano oscuro";"verde";"moreno claro / dorado";"brillante";"suave";"suave"
"castano oscuro";"verde";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano oscuro";"verde";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano oscuro";"verde";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano oscuro";"verde";"moreno / marron claro";"suave";"suave";"suave"
"castano oscuro";"verde";"moreno / marron claro";"suave";"suave";"brillante"
"castano oscuro";"verde";"moreno / marron claro";"suave";"brillante";"suave"
"castano oscuro";"verde";"moreno / marron claro";"suave";"brillante";"brillante"
"castano oscuro";"verde";"moreno / marron claro";"brillante";"suave";"suave"
"castano oscuro";"verde";"moreno / marron claro";"brillante";"suave";"brillante"
"castano oscuro";"verde";"moreno / marron claro";"brillante";"brillante";"suave"
"castano oscuro";"verde";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"melocoton";"suave";"suave";"suave"
"castano oscuro";"miel";"melocoton";"suave";"suave";"brillante"
"castano oscuro";"miel";"melocoton";"suave";"brillante";"suave"
"castano oscuro";"miel";"melocoton";"suave";"brillante";"brillante"
"castano oscuro";"miel";"melocoton";"brillante";"suave";"suave"
"castano oscuro";"miel";"melocoton";"brillante";"suave";"brillante"
"castano oscuro";"miel";"melocoton";"brillante";"brillante";"suave"
"castano oscuro";"miel";"melocoton";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"blanco / palido";"suave";"suave";"suave"
"castano oscuro";"miel";"blanco / palido";"suave";"suave";"brillante"
"castano oscuro";"miel";"blanco / palido";"suave";"brillante";"suave"
"castano oscuro";"miel";"blanco / palido";"suave";"brillante";"brillante"
"castano oscuro";"miel";"blanco / palido";"brillante";"suave";"suave"
"castano oscuro";"miel";"blanco / palido";"brillante";"suave";"brillante"
"castano oscuro";"miel";"blanco / palido";"brillante";"brillante";"suave"
"castano oscuro";"miel";"blanco / palido";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"rosada";"suave";"suave";"suave"
"castano oscuro";"miel";"rosada";"suave";"suave";"brillante"
"castano oscuro";"miel";"rosada";"suave";"brillante";"suave"
"castano oscuro";"miel";"rosada";"suave";"brillante";"brillante"
"castano oscuro";"miel";"rosada";"brillante";"suave";"suave"
"castano oscuro";"miel";"rosada";"brillante";"suave";"brillante"
"castano oscuro";"miel";"rosada";"brillante";"brillante";"suave"
"castano oscuro";"miel";"rosada";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"negro";"suave";"suave";"suave"
"castano oscuro";"miel";"negro";"suave";"suave";"brillante"
"castano oscuro";"miel";"negro";"suave";"brillante";"suave"
"castano oscuro";"miel";"negro";"suave";"brillante";"brillante"
"castano oscuro";"miel";"negro";"brillante";"suave";"suave"
"castano oscuro";"miel";"negro";"brillante";"suave";"brillante"
"castano oscuro";"miel";"negro";"brillante";"brillante";"suave"
"castano oscuro";"miel";"negro";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"amarillento";"suave";"suave";"suave"
"castano oscuro";"miel";"amarillento";"suave";"suave";"brillante"
"castano oscuro";"miel";"amarillento";"suave";"brillante";"suave"
"castano oscuro";"miel";"amarillento";"suave";"brillante";"brillante"
"castano oscuro";"miel";"amarillento";"brillante";"suave";"suave"
"castano oscuro";"miel";"amarillento";"brillante";"suave";"brillante"
"castano oscuro";"miel";"amarillento";"brillante";"brillante";"suave"
"castano oscuro";"miel";"amarillento";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"moreno claro / dorado";"suave";"suave";"suave"
"castano oscuro";"miel";"moreno claro / dorado";"suave";"suave";"brillante"
"castano oscuro";"miel";"moreno claro / dorado";"suave";"brillante";"suave"
"castano oscuro";"miel";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano oscuro";"miel";"moreno claro / dorado";"brillante";"suave";"suave"
"castano oscuro";"miel";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano oscuro";"miel";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano oscuro";"miel";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano oscuro";"miel";"moreno / marron claro";"suave";"suave";"suave"
"castano oscuro";"miel";"moreno / marron claro";"suave";"suave";"brillante"
"castano oscuro";"miel";"moreno / marron claro";"suave";"brillante";"suave"
"castano oscuro";"miel";"moreno / marron claro";"suave";"brillante";"brillante"
"castano oscuro";"miel";"moreno / marron claro";"brillante";"suave";"suave"
"castano oscuro";"miel";"moreno / marron claro";"brillante";"suave";"brillante"
"castano oscuro";"miel";"moreno / marron claro";"brillante";"brillante";"suave"
"castano oscuro";"miel";"moreno / marron claro";"brillante";"brillante";"brillante"
"chocolate";"gris";"melocoton";"suave";"suave";"suave"
"chocolate";"gris";"melocoton";"suave";"suave";"brillante"
"chocolate";"gris";"melocoton";"suave";"brillante";"suave"
"chocolate";"gris";"melocoton";"suave";"brillante";"brillante"
"chocolate";"gris";"melocoton";"brillante";"suave";"suave"
"chocolate";"gris";"melocoton";"brillante";"suave";"brillante"
"chocolate";"gris";"melocoton";"brillante";"brillante";"suave"
"chocolate";"gris";"melocoton";"brillante";"brillante";"brillante"
"chocolate";"gris";"blanco / palido";"suave";"suave";"suave"
"chocolate";"gris";"blanco / palido";"suave";"suave";"brillante"
"chocolate";"gris";"blanco / palido";"suave";"brillante";"suave"
"chocolate";"gris";"blanco / palido";"suave";"brillante";"brillante"
"chocolate";"gris";"blanco / palido";"brillante";"suave";"suave"
"chocolate";"gris";"blanco / palido";"brillante";"suave";"brillante"
"chocolate";"gris";"blanco / palido";"brillante";"brillante";"suave"
"chocolate";"gris";"blanco / palido";"brillante";"brillante";"brillante"
"chocolate";"gris";"rosada";"suave";"suave";"suave"
"chocolate";"gris";"rosada";"suave";"suave";"brillante"
"chocolate";"gris";"rosada";"suave";"brillante";"suave"
"chocolate";"gris";"rosada";"suave";"brillante";"brillante"
"chocolate";"gris";"rosada";"brillante";"suave";"suave"
"chocolate";"gris";"rosada";"brillante";"suave";"brillante"
"chocolate";"gris";"rosada";"brillante";"brillante";"suave"
"chocolate";"gris";"rosada";"brillante";"brillante";"brillante"
"chocolate";"gris";"negro";"suave";"suave";"suave"
"chocolate";"gris";"negro";"suave";"suave";"brillante"
"chocolate";"gris";"negro";"suave";"brillante";"suave"
"chocolate";"gris";"negro";"suave";"brillante";"brillante"
"chocolate";"gris";"negro";"brillante";"suave";"suave"
"chocolate";"gris";"negro";"brillante";"suave";"brillante"
"chocolate";"gris";"negro";"brillante";"brillante";"suave"
"chocolate";"gris";"negro";"brillante";"brillante";"brillante"
"chocolate";"gris";"amarillento";"suave";"suave";"suave"
"chocolate";"gris";"amarillento";"suave";"suave";"brillante"
"chocolate";"gris";"amarillento";"suave";"brillante";"suave"
"chocolate";"gris";"amarillento";"suave";"brillante";"brillante"
"chocolate";"gris";"amarillento";"brillante";"suave";"suave"
"chocolate";"gris";"amarillento";"brillante";"suave";"brillante"
"chocolate";"gris";"amarillento";"brillante";"brillante";"suave"
"chocolate";"gris";"amarillento";"brillante";"brillante";"brillante"
"chocolate";"gris";"moreno claro / dorado";"suave";"suave";"suave"
"chocolate";"gris";"moreno claro / dorado";"suave";"suave";"brillante"
"chocolate";"gris";"moreno claro / dorado";"suave";"brillante";"suave"
"chocolate";"gris";"moreno claro / dorado";"suave";"brillante";"brillante"
"chocolate";"gris";"moreno claro / dorado";"brillante";"suave";"suave"
"chocolate";"gris";"moreno claro / dorado";"brillante";"suave";"brillante"
"chocolate";"gris";"moreno claro / dorado";"brillante";"brillante";"suave"
"chocolate";"gris";"moreno claro / dorado";"brillante";"brillante";"brillante"
"chocolate";"gris";"moreno / marron claro";"suave";"suave";"suave"
"chocolate";"gris";"moreno / marron claro";"suave";"suave";"brillante"
"chocolate";"gris";"moreno / marron claro";"suave";"brillante";"suave"
"chocolate";"gris";"moreno / marron claro";"suave";"brillante";"brillante"
"chocolate";"gris";"moreno / marron claro";"brillante";"suave";"suave"
"chocolate";"gris";"moreno / marron claro";"brillante";"suave";"brillante"
"chocolate";"gris";"moreno / marron claro";"brillante";"brillante";"suave"
"chocolate";"gris";"moreno / marron claro";"brillante";"brillante";"brillante"
"chocolate";"negro";"melocoton";"suave";"suave";"suave"
"chocolate";"negro";"melocoton";"suave";"suave";"brillante"
"chocolate";"negro";"melocoton";"suave";"brillante";"suave"
"chocolate";"negro";"melocoton";"suave";"brillante";"brillante"
"chocolate";"negro";"melocoton";"brillante";"suave";"suave"
"chocolate";"negro";"melocoton";"brillante";"suave";"brillante"
"chocolate";"negro";"melocoton";"brillante";"brillante";"suave"
"chocolate";"negro";"melocoton";"brillante";"brillante";"brillante"
"chocolate";"negro";"blanco / palido";"suave";"suave";"suave"
"chocolate";"negro";"blanco / palido";"suave";"suave";"brillante"
"chocolate";"negro";"blanco / palido";"suave";"brillante";"suave"
"chocolate";"negro";"blanco / palido";"suave";"brillante";"brillante"
"chocolate";"negro";"blanco / palido";"brillante";"suave";"suave"
"chocolate";"negro";"blanco / palido";"brillante";"suave";"brillante"
"chocolate";"negro";"blanco / palido";"brillante";"brillante";"suave"
"chocolate";"negro";"blanco / palido";"brillante";"brillante";"brillante"
"chocolate";"negro";"rosada";"suave";"suave";"suave"
"chocolate";"negro";"rosada";"suave";"suave";"brillante"
"chocolate";"negro";"rosada";"suave";"brillante";"suave"
"chocolate";"negro";"rosada";"suave";"brillante";"brillante"
"chocolate";"negro";"rosada";"brillante";"suave";"suave"
"chocolate";"negro";"rosada";"brillante";"suave";"brillante"
"chocolate";"negro";"rosada";"brillante";"brillante";"suave"
"chocolate";"negro";"rosada";"brillante";"brillante";"brillante"
"chocolate";"negro";"negro";"suave";"suave";"suave"
"chocolate";"negro";"negro";"suave";"suave";"brillante"
"chocolate";"negro";"negro";"suave";"brillante";"suave"
"chocolate";"negro";"negro";"suave";"brillante";"brillante"
"chocolate";"negro";"negro";"brillante";"suave";"suave"
"chocolate";"negro";"negro";"brillante";"suave";"brillante"
"chocolate";"negro";"negro";"brillante";"brillante";"suave"
"chocolate";"negro";"negro";"brillante";"brillante";"brillante"
"chocolate";"negro";"amarillento";"suave";"suave";"suave"
"chocolate";"negro";"amarillento";"suave";"suave";"brillante"
"chocolate";"negro";"amarillento";"suave";"brillante";"suave"
"chocolate";"negro";"amarillento";"suave";"brillante";"brillante"
"chocolate";"negro";"amarillento";"brillante";"suave";"suave"
"chocolate";"negro";"amarillento";"brillante";"suave";"brillante"
"chocolate";"negro";"amarillento";"brillante";"brillante";"suave"
"chocolate";"negro";"amarillento";"brillante";"brillante";"brillante"
"chocolate";"negro";"moreno claro / dorado";"suave";"suave";"suave"
"chocolate";"negro";"moreno claro / dorado";"suave";"suave";"brillante"
"chocolate";"negro";"moreno claro / dorado";"suave";"brillante";"suave"
"chocolate";"negro";"moreno claro / dorado";"suave";"brillante";"brillante"
"chocolate";"negro";"moreno claro / dorado";"brillante";"suave";"suave"
"chocolate";"negro";"moreno claro / dorado";"brillante";"suave";"brillante"
"chocolate";"negro";"moreno claro / dorado";"brillante";"brillante";"suave"
"chocolate";"negro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"chocolate";"negro";"moreno / marron claro";"suave";"suave";"suave"
"chocolate";"negro";"moreno / marron claro";"suave";"suave";"brillante"
"chocolate";"negro";"moreno / marron claro";"suave";"brillante";"suave"
"chocolate";"negro";"moreno / marron claro";"suave";"brillante";"brillante"
"chocolate";"negro";"moreno / marron claro";"brillante";"suave";"suave"
"chocolate";"negro";"moreno / marron claro";"brillante";"suave";"brillante"
"chocolate";"negro";"moreno / marron claro";"brillante";"brillante";"suave"
"chocolate";"negro";"moreno / marron claro";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"melocoton";"suave";"suave";"suave"
"chocolate";"marron oscuro";"melocoton";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"melocoton";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"melocoton";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"melocoton";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"melocoton";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"melocoton";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"melocoton";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"blanco / palido";"suave";"suave";"suave"
"chocolate";"marron oscuro";"blanco / palido";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"blanco / palido";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"blanco / palido";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"blanco / palido";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"blanco / palido";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"blanco / palido";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"blanco / palido";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"rosada";"suave";"suave";"suave"
"chocolate";"marron oscuro";"rosada";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"rosada";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"rosada";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"rosada";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"rosada";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"rosada";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"rosada";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"negro";"suave";"suave";"suave"
"chocolate";"marron oscuro";"negro";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"negro";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"negro";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"negro";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"negro";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"negro";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"negro";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"amarillento";"suave";"suave";"suave"
"chocolate";"marron oscuro";"amarillento";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"amarillento";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"amarillento";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"amarillento";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"amarillento";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"amarillento";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"amarillento";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"moreno claro / dorado";"suave";"suave";"suave"
"chocolate";"marron oscuro";"moreno claro / dorado";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"chocolate";"marron oscuro";"moreno / marron claro";"suave";"suave";"suave"
"chocolate";"marron oscuro";"moreno / marron claro";"suave";"suave";"brillante"
"chocolate";"marron oscuro";"moreno / marron claro";"suave";"brillante";"suave"
"chocolate";"marron oscuro";"moreno / marron claro";"suave";"brillante";"brillante"
"chocolate";"marron oscuro";"moreno / marron claro";"brillante";"suave";"suave"
"chocolate";"marron oscuro";"moreno / marron claro";"brillante";"suave";"brillante"
"chocolate";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"suave"
"chocolate";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"brillante"
"chocolate";"azul";"melocoton";"suave";"suave";"suave"
"chocolate";"azul";"melocoton";"suave";"suave";"brillante"
"chocolate";"azul";"melocoton";"suave";"brillante";"suave"
"chocolate";"azul";"melocoton";"suave";"brillante";"brillante"
"chocolate";"azul";"melocoton";"brillante";"suave";"suave"
"chocolate";"azul";"melocoton";"brillante";"suave";"brillante"
"chocolate";"azul";"melocoton";"brillante";"brillante";"suave"
"chocolate";"azul";"melocoton";"brillante";"brillante";"brillante"
"chocolate";"azul";"blanco / palido";"suave";"suave";"suave"
"chocolate";"azul";"blanco / palido";"suave";"suave";"brillante"
"chocolate";"azul";"blanco / palido";"suave";"brillante";"suave"
"chocolate";"azul";"blanco / palido";"suave";"brillante";"brillante"
"chocolate";"azul";"blanco / palido";"brillante";"suave";"suave"
"chocolate";"azul";"blanco / palido";"brillante";"suave";"brillante"
"chocolate";"azul";"blanco / palido";"brillante";"brillante";"suave"
"chocolate";"azul";"blanco / palido";"brillante";"brillante";"brillante"
"chocolate";"azul";"rosada";"suave";"suave";"suave"
"chocolate";"azul";"rosada";"suave";"suave";"brillante"
"chocolate";"azul";"rosada";"suave";"brillante";"suave"
"chocolate";"azul";"rosada";"suave";"brillante";"brillante"
"chocolate";"azul";"rosada";"brillante";"suave";"suave"
"chocolate";"azul";"rosada";"brillante";"suave";"brillante"
"chocolate";"azul";"rosada";"brillante";"brillante";"suave"
"chocolate";"azul";"rosada";"brillante";"brillante";"brillante"
"chocolate";"azul";"negro";"suave";"suave";"suave"
"chocolate";"azul";"negro";"suave";"suave";"brillante"
"chocolate";"azul";"negro";"suave";"brillante";"suave"
"chocolate";"azul";"negro";"suave";"brillante";"brillante"
"chocolate";"azul";"negro";"brillante";"suave";"suave"
